timestamp,site_id,capacity_mw,actual_generation_mw,solar_generation_mw,wind_generation_mw,ghi_wm2,dni_wm2,wind_speed_100m,wind_speed_10m,temperature_c,cloud_cover_pct
2026-08-16T12:00:00Z,bhadla-solar,2245.0,698.97,698.97,0.0,324.97,232.92,10.08,6.66,28.52,28.4
2026-08-16T13:00:00Z,bhadla-solar,2245.0,326.88,326.88,0.0,146.4,89.66,4.05,2.68,26.47,22.1
2026-08-16T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,10.02,6.62,25.2,58.5
2026-08-16T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.3,2.84,24.97,13.0
2026-08-16T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.74,5.11,21.69,55.9
2026-08-16T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,5.27,3.48,15.46,33.8
2026-08-16T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.93,5.24,15.56,23.2
2026-08-16T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.5,0.99,12.74,31.7
2026-08-16T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.88,6.53,10.49,31.6
2026-08-16T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.99,2.63,10.24,0.9
2026-08-16T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,0.88,0.58,11.61,35.9
2026-08-16T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.43,6.23,8.94,41.5
2026-08-17T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,5.31,3.51,13.92,41.1
2026-08-17T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.24,2.14,12.82,11.3
2026-08-17T02:00:00Z,bhadla-solar,2245.0,336.06,336.06,0.0,146.85,89.53,12.04,7.95,13.43,33.7
2026-08-17T03:00:00Z,bhadla-solar,2245.0,943.7,943.7,0.0,435.83,332.22,2.41,1.59,15.94,0.0
2026-08-17T04:00:00Z,bhadla-solar,2245.0,1133.7,1133.7,0.0,520.67,410.6,5.92,3.91,18.25,25.2
2026-08-17T05:00:00Z,bhadla-solar,2245.0,1249.14,1249.14,0.0,583.95,468.17,0.9,0.59,19.68,36.9
2026-08-17T06:00:00Z,bhadla-solar,2245.0,868.96,868.96,0.0,404.1,273.24,11.02,7.28,20.76,73.7
2026-08-17T07:00:00Z,bhadla-solar,2245.0,1480.35,1480.35,0.0,715.38,597.56,9.11,6.02,25.28,36.4
2026-08-17T08:00:00Z,bhadla-solar,2245.0,1206.21,1206.21,0.0,574.33,447.92,2.22,1.46,26.84,54.6
2026-08-17T09:00:00Z,bhadla-solar,2245.0,1473.57,1473.57,0.0,736.77,622.49,3.91,2.58,30.82,26.5
2026-08-17T10:00:00Z,bhadla-solar,2245.0,1207.4,1207.4,0.0,600.52,485.57,4.67,3.09,30.74,32.7
2026-08-17T11:00:00Z,bhadla-solar,2245.0,1283.93,1283.93,0.0,628.8,515.77,6.24,4.12,27.23,0.0
2026-08-17T12:00:00Z,bhadla-solar,2245.0,848.25,848.25,0.0,415.67,313.86,10.99,7.26,27.91,0.0
2026-08-17T13:00:00Z,bhadla-solar,2245.0,371.9,371.9,0.0,167.27,105.35,8.45,5.58,26.84,6.7
2026-08-17T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,5.42,3.58,25.09,18.8
2026-08-17T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,12.2,8.06,25.92,37.4
2026-08-17T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.48,0.98,24.11,42.4
2026-08-17T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,2.02,1.34,15.78,39.7
2026-08-17T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.36,2.88,16.58,25.2
2026-08-17T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.05,2.67,12.75,15.9
2026-08-17T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.92,1.27,10.98,33.8
2026-08-17T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.36,6.19,12.01,20.0
2026-08-17T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.41,4.23,10.8,27.3
2026-08-17T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.35,6.18,10.16,42.7
2026-08-18T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.06,4.0,13.09,60.3
2026-08-18T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,2.56,1.69,9.63,4.6
2026-08-18T02:00:00Z,bhadla-solar,2245.0,415.2,415.2,0.0,183.8,117.97,3.67,2.42,14.88,9.5
2026-08-18T03:00:00Z,bhadla-solar,2245.0,765.39,765.39,0.0,349.17,254.15,3.29,2.17,15.54,25.8
2026-08-18T04:00:00Z,bhadla-solar,2245.0,1174.76,1174.76,0.0,572.93,461.53,14.27,9.43,21.19,14.7
2026-08-18T05:00:00Z,bhadla-solar,2245.0,1602.82,1602.82,0.0,777.64,665.95,4.86,3.21,24.65,6.0
2026-08-18T06:00:00Z,bhadla-solar,2245.0,1605.09,1605.09,0.0,792.16,680.38,6.2,4.09,23.76,19.7
2026-08-18T07:00:00Z,bhadla-solar,2245.0,1641.25,1641.25,0.0,809.88,697.94,12.49,8.25,27.49,24.0
2026-08-18T08:00:00Z,bhadla-solar,2245.0,1229.39,1229.39,0.0,598.4,473.48,8.31,5.49,27.16,51.5
2026-08-18T09:00:00Z,bhadla-solar,2245.0,1291.59,1291.59,0.0,603.65,483.08,4.5,2.97,28.41,45.2
2026-08-18T10:00:00Z,bhadla-solar,2245.0,1300.27,1300.27,0.0,661.89,548.04,2.56,1.69,30.63,22.8
2026-08-18T11:00:00Z,bhadla-solar,2245.0,1276.99,1276.99,0.0,619.01,506.29,3.87,2.56,27.25,2.0
2026-08-18T12:00:00Z,bhadla-solar,2245.0,607.59,607.59,0.0,282.47,195.0,8.28,5.47,29.05,41.7
2026-08-18T13:00:00Z,bhadla-solar,2245.0,278.58,278.58,0.0,133.33,79.83,3.47,2.29,28.04,31.8
2026-08-18T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.36,4.2,25.72,33.6
2026-08-18T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,10.22,6.75,23.65,17.5
2026-08-18T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.1,2.71,21.77,26.2
2026-08-18T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.58,5.01,18.61,16.6
2026-08-18T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.45,4.92,15.4,15.6
2026-08-18T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.22,0.8,15.61,44.4
2026-08-18T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,13.41,8.86,9.51,31.6
2026-08-18T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.88,6.53,11.26,35.2
2026-08-18T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.33,2.2,10.01,39.6
2026-08-18T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,2.69,1.78,10.81,22.6
2026-08-19T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.49,2.97,9.32,27.5
2026-08-19T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,11.46,7.57,12.28,8.4
2026-08-19T02:00:00Z,bhadla-solar,2245.0,429.96,429.96,0.0,198.31,129.14,10.7,7.07,15.65,0.0
2026-08-19T03:00:00Z,bhadla-solar,2245.0,707.73,707.73,0.0,320.81,228.6,8.93,5.9,15.76,34.3
2026-08-19T04:00:00Z,bhadla-solar,2245.0,1036.46,1036.46,0.0,471.89,363.05,1.71,1.13,22.43,35.0
2026-08-19T05:00:00Z,bhadla-solar,2245.0,1000.05,1000.05,0.0,450.38,331.78,1.56,1.03,21.95,58.2
2026-08-19T06:00:00Z,bhadla-solar,2245.0,1144.68,1144.68,0.0,543.49,419.49,6.88,4.54,26.31,54.3
2026-08-19T07:00:00Z,bhadla-solar,2245.0,1762.14,1762.14,0.0,907.18,801.29,2.91,1.93,25.85,11.3
2026-08-19T08:00:00Z,bhadla-solar,2245.0,1568.42,1568.42,0.0,799.92,687.42,5.39,3.56,28.76,25.0
2026-08-19T09:00:00Z,bhadla-solar,2245.0,1835.33,1835.33,0.0,925.62,820.28,8.31,5.49,31.58,0.0
2026-08-19T10:00:00Z,bhadla-solar,2245.0,1269.93,1269.93,0.0,649.98,535.92,4.64,3.07,30.29,24.7
2026-08-19T11:00:00Z,bhadla-solar,2245.0,917.28,917.28,0.0,443.68,336.32,5.88,3.89,30.62,38.3
2026-08-19T12:00:00Z,bhadla-solar,2245.0,649.54,649.54,0.0,300.6,211.18,9.09,6.0,28.18,36.0
2026-08-19T13:00:00Z,bhadla-solar,2245.0,327.99,327.99,0.0,148.33,91.11,4.52,2.99,28.37,20.7
2026-08-19T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.87,5.2,28.91,41.4
2026-08-19T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.71,2.45,22.38,40.1
2026-08-19T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.95,3.27,20.94,36.0
2026-08-19T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,9.6,6.34,17.58,33.9
2026-08-19T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.34,4.85,16.7,52.3
2026-08-19T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.45,0.96,15.26,39.8
2026-08-19T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.27,2.16,11.72,14.7
2026-08-19T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.44,4.26,9.99,30.1
2026-08-19T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.15,2.08,9.75,28.0
2026-08-19T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.86,4.53,9.95,42.6
2026-08-20T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.96,2.62,10.91,6.7
2026-08-20T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.16,4.07,12.35,7.1
2026-08-20T02:00:00Z,bhadla-solar,2245.0,423.75,423.75,0.0,188.77,121.8,18.75,12.39,13.62,6.3
2026-08-20T03:00:00Z,bhadla-solar,2245.0,841.87,841.87,0.0,389.97,290.9,5.51,3.64,18.4,13.7
2026-08-20T04:00:00Z,bhadla-solar,2245.0,859.5,859.5,0.0,396.69,289.76,5.83,3.85,16.67,50.2
2026-08-20T05:00:00Z,bhadla-solar,2245.0,1199.68,1199.68,0.0,576.46,460.53,4.29,2.83,22.13,38.1
2026-08-20T06:00:00Z,bhadla-solar,2245.0,1381.12,1381.12,0.0,684.77,567.71,9.94,6.57,24.21,34.7
2026-08-20T07:00:00Z,bhadla-solar,2245.0,1415.76,1415.76,0.0,680.22,560.2,3.52,2.33,26.09,41.0
2026-08-20T08:00:00Z,bhadla-solar,2245.0,1952.22,1952.22,0.0,990.66,889.92,4.03,2.66,29.62,0.0
2026-08-20T09:00:00Z,bhadla-solar,2245.0,1703.05,1703.05,0.0,881.19,773.75,3.77,2.49,31.06,6.2
2026-08-20T10:00:00Z,bhadla-solar,2245.0,1483.28,1483.28,0.0,740.48,628.03,3.35,2.21,30.42,10.0
2026-08-20T11:00:00Z,bhadla-solar,2245.0,853.73,853.73,0.0,420.47,313.82,14.86,9.82,28.2,43.1
2026-08-20T12:00:00Z,bhadla-solar,2245.0,612.16,612.16,0.0,290.44,202.12,2.01,1.33,28.87,39.2
2026-08-20T13:00:00Z,bhadla-solar,2245.0,302.21,302.21,0.0,136.53,82.24,10.81,7.14,27.09,29.4
2026-08-20T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,5.79,3.83,25.88,26.3
2026-08-20T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.71,1.13,21.27,55.3
2026-08-20T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,2.18,1.44,19.9,37.3
2026-08-20T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,13.73,9.07,19.83,47.3
2026-08-20T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,8.01,5.29,14.74,24.2
2026-08-20T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,11.44,7.56,15.87,34.3
2026-08-20T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,11.59,7.65,11.91,28.9
2026-08-20T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,5.08,3.36,11.21,40.8
2026-08-20T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.63,2.4,8.75,24.6
2026-08-20T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.69,4.42,9.2,5.3
2026-08-21T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.57,3.02,10.57,26.0
2026-08-21T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,4.37,2.89,12.45,52.4
2026-08-21T02:00:00Z,bhadla-solar,2245.0,388.51,388.51,0.0,174.6,110.89,13.92,9.2,13.36,15.5
2026-08-21T03:00:00Z,bhadla-solar,2245.0,816.66,816.66,0.0,376.4,278.68,9.53,6.3,18.42,17.7
2026-08-21T04:00:00Z,bhadla-solar,2245.0,1106.53,1106.53,0.0,521.64,411.54,8.26,5.46,21.48,25.0
2026-08-21T05:00:00Z,bhadla-solar,2245.0,1080.53,1080.53,0.0,513.48,396.22,9.47,6.26,23.7,48.1
2026-08-21T06:00:00Z,bhadla-solar,2245.0,1118.32,1118.32,0.0,516.99,391.68,2.59,1.71,23.45,58.0
2026-08-21T07:00:00Z,bhadla-solar,2245.0,1074.32,1074.32,0.0,532.8,403.61,10.13,6.69,26.94,60.3
2026-08-21T08:00:00Z,bhadla-solar,2245.0,1697.05,1697.05,0.0,860.22,751.44,8.44,5.57,27.29,17.1
2026-08-21T09:00:00Z,bhadla-solar,2245.0,1491.22,1491.22,0.0,739.76,625.63,13.89,9.18,27.97,26.1
2026-08-21T10:00:00Z,bhadla-solar,2245.0,1480.76,1480.76,0.0,734.89,622.34,5.2,3.44,27.19,10.9
2026-08-21T11:00:00Z,bhadla-solar,2245.0,1066.04,1066.04,0.0,532.22,422.15,4.92,3.25,30.91,20.0
2026-08-21T12:00:00Z,bhadla-solar,2245.0,800.23,800.23,0.0,364.62,268.31,6.48,4.28,27.91,16.0
2026-08-21T13:00:00Z,bhadla-solar,2245.0,276.65,276.65,0.0,130.72,77.87,5.98,3.95,27.67,33.7
2026-08-21T14:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.31,4.17,29.13,23.0
2026-08-21T15:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.53,1.01,22.85,19.4
2026-08-21T16:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.48,2.3,21.28,22.3
2026-08-21T17:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,13.19,8.71,15.38,47.5
2026-08-21T18:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.02,0.67,17.37,28.8
2026-08-21T19:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,8.17,5.4,14.99,20.4
2026-08-21T20:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.09,4.02,12.57,19.9
2026-08-21T21:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,11.28,7.45,10.2,24.7
2026-08-21T22:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,1.84,1.22,10.01,33.5
2026-08-21T23:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,3.94,2.6,13.76,37.1
2026-08-22T00:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,7.44,4.91,8.91,33.2
2026-08-22T01:00:00Z,bhadla-solar,2245.0,0.0,0.0,0.0,0.0,0.0,6.5,4.29,12.62,35.1
